Manufacturer,Model,Engine Size,Cylinders,Fuel Type,Transmission/Gears,L/100K city,L/100K Highway
KIA,SORENTO 4WD,3.5,6,X,AS6,11.5,8.2
KIA,SPORTAGE,2.4,4,X,AS6,9.7,6.5
KIA,SPORTAGE,2.4,4,X,M6,10.3,7.2
KIA,SPORTAGE 4WD,2,4,X,AS6,10.3,8.1
KIA,SPORTAGE 4WD,2.4,4,X,AS6,10.2,7.4
LAND ROVER,LR2,2,4,Z,AS6,12,8.4
KIA,LR4,5,8,Z,AS6,17.1,11.6
KIA,RANGE ROVER,5,8,Z,AS8,15.6,10.1
KIA,RANGE ROVER EVOQUE,2,4,Z,AS6,10.6,7.1
KIA,RANGE ROVER EVOQUE COUPE,2,4,Z,AS6,10.6,7.1
KIA,RANGE ROVER SPORT,5,8,Z,AS6,16.8,11.3
KIA,RANGE ROVER SPORT SC,5,8,Z,AS6,18.1,11.7
KIA,RANGE ROVER SUPERCHARGED,5,8,Z,AS8,16.6,10.6
LEXUS,GX 460,4.6,8,Z,AS6,14.1,9.8
LEXUS,LX 570,5.7,8,Z,AS6,17,11.6
LEXUS,RX 350 AWD,3.5,6,X,AS6,11.8,8.3
LEXUS,RX 350 AWD,3.5,6,X,AS8,11.2,7.7
LEXUS,RX 450h AWD,3.5,6,Z,AS6,6.7,7.2
LINCOLN,MKT AWD,3.5,6,X,AS6,13.1,8.8
LINCOLN,MKT LIVERY,2,4,X,AS6,10.1,7.1
LINCOLN,MKT LIVERY AWD,3.7,6,X,A6,12.5,8.4
LINCOLN,MKX AWD,3.7,6,X,AS6,12.1,8.7
LINCOLN,NAVIGATOR 4X4 FFV,5.4,8,X,A6,16.4,11.3
MAZDA,CX-5,2,4,X,AS6,7.7,6.1
MAZDA,CX-5,2,4,X,M6,7.8,5.7
MAZDA,CX-5 4WD,2,4,X,AS6,8,6.4
MAZDA,CX-9,3.7,6,X,AS6,12.7,8.4
MAZDA,CX-9 4WD,3.7,6,X,AS6,12.8,9.7
MERCEDES-BENZ,G 550,5.5,8,Z,AS7,18.1,13.6
MERCEDES-BENZ,G 63 AMG,5.5,8,Z,AS7,17.5,13.4
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,3,6,D,AS7,10.9,7.6
MERCEDES-BENZ,GL 450 4MATIC,4.7,8,Z,AS7,15.7,11.1
MERCEDES-BENZ,GL 550 4MATIC,4.7,8,Z,AS7,15.7,11.2
MERCEDES-BENZ,GL 63 AMG,5.5,8,Z,AS7,15.9,11.4
MERCEDES-BENZ,GLK 350 4MATIC,3.5,6,Z,AS7,11.1,8.1
MERCEDES-BENZ,ML 350 4MATIC,3.5,6,Z,AS7,11.7,8.8
MERCEDES-BENZ,,3.5,6,E,AS7,15.9,11.8
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,3,6,D,AS7,10.4,7.1
MERCEDES-BENZ,ML 550 4MATIC,4.7,8,Z,AS7,14.5,10
MERCEDES-BENZ,ML 63 AMG,5.5,8,Z,AS7,15.5,11.5
MERCEDES-BENZ,R 350 4MATIC,3.5,6,Z,AS7,13.5,9.6
MERCEDES-BENZ,R 350 BLUETEC 4MATIC,3,6,D,AS7,11.7,8.2
MITSUBISHI,OUTLANDER,2.4,4,X,AV6,9,7
MITSUBISHI,OUTLANDER 4WD,2.4,4,X,AV6,9.1,7
MITSUBISHI,OUTLANDER 4WD,3,6,Z,AS6,10.9,7.9
MITSUBISHI,RVR,2,4,X,AV6,8.1,6.1
MITSUBISHI,RVR,2,4,X,M5,8.6,6.4
MITSUBISHI,RVR 4WD,2,4,X,AV6,8.5,6.7
NISSAN,ROGUE,2.5,4,X,AV,9,7
NISSAN,ROGUE AWD,2.5,4,X,AV,9.6,7.7
PORSCHE,CAYENNE,3.6,6,Z,A8,12.5,8.5
PORSCHE,CAYENNE,3.6,6,Z,M6,14.1,9.3
PORSCHE,CAYENNE DIESEL,3,6,D,A8,10.8,6.7
PORSCHE,CAYENNE GTS,4.8,8,Z,A8,14.2,9.6
PORSCHE,CAYENNE S,4.8,8,Z,A8,13.4,8.8
PORSCHE,CAYENNE S HYBRID,3,6,Z,A8,10.4,8.4
PORSCHE,CAYENNE TURBO,4.8,8,Z,A8,14.3,9.3
SUBARU,FORESTER AWD,2.5,4,X,AS4,9.9,7.5
SUBARU,FORESTER AWD,2.5,4,Z,AS4,11,8.4
SUBARU,FORESTER AWD,2.5,4,X,M5,9.9,7.4
SUBARU,OUTBACK AWD,2.5,4,X,AV,8.6,6.5
SUBARU,OUTBACK AWD,2.5,4,X,M6,9.8,7
SUBARU,OUTBACK AWD,3.6,6,X,AS5,11.8,8.2
SUBARU,TRIBECA AWD,3.6,6,X,AS5,13.1,9.4
SUBARU,XV CROSSTREK AWD,2,4,X,AV,8.2,6
SUBARU,XV CROSSTREK AWD,2,4,X,M5,8.9,6.7
SUZUKI,GRAND VITARA URBAN/JX/JLX,2.4,4,X,A4,11.2,8.6
TOYOTA,4RUNNER (Part-Time 4WD),4,6,X,AS5,12.7,9.4
TOYOTA,4RUNNER 4WD,4,6,X,AS5,12.7,9.4
TOYOTA,FJ CRUISER 4WD,4,6,X,A5,12.7,9.5
TOYOTA,FJ CRUISER 4WD,4,6,X,M6,13.8,10.3
TOYOTA,HIGHLANDER,2.7,4,X,AS6,10.4,7.3
TOYOTA,HIGHLANDER,3.5,6,X,AS5,11.7,8.3
TOYOTA,HIGHLANDER 4WD,3.5,6,X,AS5,12.6,8.7
TOYOTA,HIGHLANDER HYBRID 4WD,3.5,6,X,AV,6.6,7.3
TOYOTA,RAV4,2.5,4,X,AS6,8.7,6.4
TOYOTA,RAV4 AWD,2.5,4,X,AS6,9.1,6.8
TOYOTA,RAV4 LIMITED AWD,2.5,4,X,AS6,9.3,6.8
TOYOTA,SEQUOIA 4WD,5.7,8,X,AS6,17.2,11.9
TOYOTA,VENZA,2.7,4,X,AS6,10,6.9
TOYOTA,VENZA,3.5,6,X,AS6,11.1,7.7
TOYOTA,VENZA AWD,2.7,4,X,AS6,10.2,7.1
TOYOTA,VENZA AWD,3.5,6,X,AS6,11.4,7.9
VOLKSWAGEN,TIGUAN,2,4,Z,AM6,9.6,7.4
VOLKSWAGEN,TIGUAN,2,4,Z,M6,12,7.7
VOLKSWAGEN,TIGUAN 4MOTION,2,4,Z,AM6,10.2,7.8
VOLKSWAGEN,TOUAREG,3.6,6,Z,AS8,12.3,8.8
VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,3,6,D,AS8,10.8,6.7
VOLVO,XC60,3.2,6,X,AS6,11.2,7.8
VOLVO,XC60 AWD,3,6,X,AS6,12,8.5
VOLVO,XC60 AWD,3.2,6,X,AS6,11.6,8.2
VOLVO,XC70 AWD,3,6,X,AS6,12,8.5
VOLVO,XC70 AWD,3.2,6,X,AS6,11.6,7.8
VOLVO,XC90 AWD,3.2,6,X,AS6,13.2,8.8
